Date,EEM
1988-01-31,0.09852351128276099
1988-02-29,0.003400864106176068
1988-03-31,0.10754157244757137
1988-04-30,0.053459381875206304
1988-05-31,0.03000613781604842
1988-06-30,0.03401902707973153
1988-07-31,-0.02545505058628858
1988-08-31,-0.026824452734381533
1988-09-30,0.06489658112284466
1988-10-31,-0.006467706107007068
1988-11-30,-0.004279084015858597
1988-12-31,0.026611954911216026
1989-01-31,-0.012622800300115618
1989-02-28,0.07661693503777008
1989-03-31,0.09978021939523903
1989-04-30,0.19006343085078736
1989-05-31,0.013502319006993453
1989-06-30,-0.12151328938761949
1989-07-31,0.065872865675721
1989-08-31,0.023244627687764762
1989-09-30,0.12622329047917627
1989-10-31,0.014026518870356244
1989-11-30,-0.04667810302954465
1989-12-31,0.122247548146992
1990-01-31,0.03295554916807098
1990-02-28,0.03927617463923235
1990-03-31,-0.13549270913260122
1990-04-30,0.07224472167281369
1990-05-31,0.08225841590667542
1990-06-30,0.03460504440587408
1990-07-31,0.08830283318961658
1990-08-31,-0.12776590378823244
1990-09-30,-0.12788058414682707
1990-10-31,-0.01859334505326873
1990-11-30,-0.052261314103584686
1990-12-31,0.04232374298284741
1991-01-31,0.08096384272723825
1991-02-28,0.14815674417033134
1991-03-31,0.04115775978538435
1991-04-30,0.01054738175563234
1991-05-31,0.07857525898694953
1991-06-30,-0.035773617908640386
1991-07-31,0.051920580739093995
1991-08-31,0.02110122831145482
1991-09-30,-0.0383878485166231
1991-10-31,0.0408659477757284
1991-11-30,-0.01488080661628527
1991-12-31,0.11252122572606296
1992-01-31,0.11593502916812042
1992-02-29,0.0444917607360963
1992-03-31,0.033884849253339885
1992-04-30,-0.006956560650269193
1992-05-31,-0.0035922919459225456
1992-06-30,-0.09934395294220652
1992-07-31,0.010889367578530765
1992-08-31,-0.04669732118546653
1992-09-30,0.0034402547592042253
1992-10-31,0.053566316739924534
1992-11-30,-0.01078815775278549
1992-12-31,0.029438241090624588
1993-01-31,0.00484268318883788
1993-02-28,0.016793576487429518
1993-03-31,0.03311818810324626
1993-04-30,0.02303078537266664
1993-05-31,0.027902610714106834
1993-06-30,0.029695884387075797
1993-07-31,0.02645232817184577
1993-08-31,0.08456147983506515
1993-09-30,0.03662853818339743
1993-10-31,0.08985368873639753
1993-11-30,0.04431692909464753
1993-12-31,0.16553705094038929
1994-01-31,0.018220359627418633
1994-02-28,-0.017815537238015756
1994-03-31,-0.09062122034073204
1994-04-30,-0.020031529131820543
1994-05-31,0.03427446243580266
1994-06-30,-0.027604253282656404
1994-07-31,0.062269008384292855
1994-08-31,0.12429402228465607
1994-09-30,0.011381217877960469
1994-10-31,-0.018064665778493597
1994-11-30,-0.05207016191143439
1994-12-31,-0.08043351874850051
1995-01-31,-0.1065472478316799
1995-02-28,-0.025684482350106008
1995-03-31,0.006362759564821211
1995-04-30,0.04492687709831429
1995-05-31,0.053276980527141665
1995-06-30,0.002962155961275614
1995-07-31,0.022479578820942113
1995-08-31,-0.023589511479520105
1995-09-30,-0.00475298887616839
1995-10-31,-0.03833590834039658
1995-11-30,-0.017859284504096188
1995-12-31,0.04441672219991715
1996-01-31,0.0711854542659064
1996-02-29,-0.015922737759243286
1996-03-31,0.007800110189612326
1996-04-30,0.04004092477780246
1996-05-31,-0.004471754372382092
1996-06-30,0.00625352647789764
1996-07-31,-0.06844330557311844
1996-08-31,0.025634065768266705
1996-09-30,0.008675511981707284
1996-10-31,-0.026708812181036188
1996-11-30,0.01678015679816585
1996-12-31,0.004529587101928163
1997-01-31,0.06830917938802415
1997-02-28,0.04288782670182994
1997-03-31,-0.026306168932859017
1997-04-30,0.0017691121223119058
1997-05-31,0.028662118531368318
1997-06-30,0.053595098864521636
1997-07-31,0.014949700200940034
1997-08-31,-0.12743491892145578
1997-09-30,0.0277484725654143
1997-10-31,-0.16432682244004118
1997-11-30,-0.03654086404134103
1997-12-31,0.024133163231961473
1998-01-31,-0.07854467563604527
1998-02-28,0.10452795281493447
1998-03-31,0.04345926846708807
1998-04-30,-0.01090925647305553
1998-05-31,-0.13724065266348506
1998-06-30,-0.10504913751570072
1998-07-31,0.03175260711881953
1998-08-31,-0.2895615379399814
1998-09-30,0.06352738836905578
1998-10-31,0.10545541573694558
1998-11-30,0.08328968082818411
1998-12-31,-0.01451346234587353
1999-01-31,-0.016157688708760685
1999-02-28,0.009741252715578652
1999-03-31,0.13198258717040678
1999-04-30,0.1239013824044568
1999-05-31,-0.00582596457594911
1999-06-30,0.11365734996212906
1999-07-31,-0.027205130095246503
1999-08-31,0.00911142002161329
1999-09-30,-0.033891466540730754
1999-10-31,0.021323740912553926
1999-11-30,0.08979532052500638
